id,age,country,practice_1,practice_2,time_taken,trial_correct,set_id,sentence,question,sent_type,quest_type,order,correct,origins,group_id,origin
a830e0b9133d47f82c65a823a4d95103,56,USA,True,True,2294,False,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,0,subj_obj,,
5a98559b682a3a8bd065197f58ce8e7f,33,UK,True,True,1243,False,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,0,subj_obj,,
fba35ced9e92de4a398455eccac06296,19,Canada,True,True,866,True,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,1,subj_obj,,
9bc8e10071194891b4bb2f663837e4dd,34,UK,True,True,1672,False,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,0,subj_obj,,
c5794ff89e74fafb476011bee3cd5c11,18,USA,True,True,1005,False,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,0,subj_obj,,
ebd29cd0a809b2e02a55db99f2088650,38,United States,True,True,2796,False,set_43,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,nonGP_prob,GP_question,,0,subj_obj,,
d984fd01c9a0b8465cb588f1ad02f1e9,30,usa,True,True,2502,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
9a159b3f21750e555298f98160bf29c4,41,uk,True,True,1942,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
ea9975ecd6aa92d2cd9901508992a471,58,USA,True,True,1581,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
20ef4aea3a22ab3ec6c6445b589c5d97,61,UK,True,True,1871,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
de3460e3e6144283ad9f1cb6af02e9e6,43,United States,True,True,2405,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
f422cc7e7afe0e9bd05e0eb3a92b5678,55,USA,True,True,1230,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
c17d45d8d18998d1575cdcd535bb1a46,48,United Kingdom,True,True,1266,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
49419bfa04f981d14b4945cbdfd673ed,37,US,True,True,2042,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
2ef539404d8f6bec595c676ad6bae45b,28,USA,True,True,915,False,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,0,subj_obj,,
4f758b43e8158dfe0467fa0d1ce02101,70,England,True,True,1506,True,set_43,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,nonGP_prob,simple_question,,1,subj_obj,,
21467aaaec54564a48abe9769124ab91,55,United Kingdom,True,True,2278,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
cf9609520d5876c3043a3fa0178010ee,29,uk,True,True,1169,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
f384bb1427e652559c28cc0b320bbf01,25,United Kingdom,True,True,2357,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
bd9b25e0ab5e101b442ec0e8317a1468,43,United Kingdom,True,True,1726,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
b76cf74db97b4cc915d3aeed206d4605,56,us,True,True,2795,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
b96a3ab4c139b1ca922d019bcfa68996,58,UK,True,True,2587,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
68d240db6287373c627a0a978f620d0c,21,UK,True,True,2185,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
664161107edd2caca5dd6b5f4c4d1aac,26,USA,True,True,4319,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
1da7278c76cd16ca100574eff3f8a683,49,United Kingdom,True,True,2145,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
f769278db1a39aee829d096359936aa8,24,UK,True,True,4466,False,set_2,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,nonGP_prob,GP_question,,0,subj_obj,,
3ff468d4dc827d1eb5ea403ed6d84695,21,Poland,True,True,1040,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
40a8265eb0a3469a0558bcdd8d427090,42,United States,True,True,1350,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
678466c1cf7ce2faa6d96e0031ea85fa,77,United Kingdom,True,True,1912,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
88c6edabf365215dc308bcd36b913c21,53,UK,True,True,3279,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
a06c17ae2d0971a4718bded0cdaa6350,41,United Kingdom,True,True,1894,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
76dd0c90cf2d7d5470bc049190ca332b,28,uk,True,True,1525,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
ec1771c4c824183d45d75912bed9dd17,25,England,True,True,1586,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
115a588a1c8835208f148a4c5b5a9d23,26,united states,True,True,3103,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
47066d4df5639087ebe96e0a3865b427,56,United Kingdom,True,True,1321,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
6e6b4339a22f744110157002721889c6,39,England,True,True,1211,True,set_2,The boat veered off course while the skipper sailed.,Did the boat veer off course?,nonGP_prob,simple_question,,1,subj_obj,,
ba7cbe5f61e1b2e4d5994547e5f331cc,61,US,True,True,2699,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
24037632a1135fec20b4ec8b2ed26b9b,35,UK,True,True,2555,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
5b1ae53dc3d6391f8e02a0880b064810,23,uk,True,True,2137,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
93f3c7f6001f4c730294462e8c3e57ef,40,UK,True,True,1675,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
102454d600c91551426f66587c74c171,63,USA,True,True,2429,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
04bc9a81b6d80dcfebcf1fb9db66719b,44,USA,True,True,3234,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
5ce9c985241dec832931fee5f3cb531f,24,UK,True,True,3302,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
8864a7adc615520e9c1b58d0bfb075cc,41,United Kingdom,True,True,3450,True,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,1,subj_obj,,
6149706922b4c0faae64b7059fa85e87,51,United States of America ,True,True,2909,False,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,0,subj_obj,,
6f7feb46b072fe4cb48ad240853f4750,51,uk,True,True,2431,True,set_33,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,nonGP_prob,GP_question,,1,subj_obj,,
6e1a77efeb93e430e1a3ea7a5a65ab90,41,United States ,True,True,1203,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
27b9e91928d022259347c6dd69a42866,67,UK,True,True,2942,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
ee62548e6d6e744158f4bbf8862c3aa4,43,United States,True,True,1243,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
2a2c09c68a48b3dd7e2f72a125c0df20,37,UK ,True,True,2380,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
a5174a037cf5f64d4f65a4b96d43dbf6,29,UK,True,True,1603,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
88e70b02e5a65ab844015ad107a31c9f,34,United States,True,True,2926,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
478174872c45156a63a718ed28a99ce7,42,United Kingdom,True,True,1677,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
7a758e105267d242dda32883275f12c9,35,United Kingdom,True,True,1065,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
7f3caaf878a97dced09b1bfc2a3d52c0,22,United States of America,True,True,1915,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
9e621fad22306f266408c923272b5e65,44,uk,True,True,1626,True,set_33,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,nonGP_prob,simple_question,,1,subj_obj,,
6fcc0567d3c7c0f12e4fc922b4eb88ee,45,United Kingdom,True,True,5394,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
d656ab53cad35b3bf236a793ce9f7c3c,47,United Kingdom,True,True,1069,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
7f38d6abe325943057c3cbc1bccf9d84,18,uk,True,True,4056,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
2af275b33428b579a9337ba45da27bd0,21,United Kingdom,True,True,4182,True,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,1,subj_obj,,
6e79c01930126ee4c47a17162d0e07b7,30,UK,True,True,2322,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
b4a1f28c7b2d31d6637f7e5c4bb1de8f,73,usa,True,True,2078,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
18c6a8103675026be54df5c947e20614,58,UK,True,True,3764,True,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,1,subj_obj,,
80d82aae3aeaf6f6f03be3249ffc4ef9,32,United Kingdom,True,True,1174,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
130c79e20d6bb0fa5ba45a0bde9e2bf7,52,United Kingdom,True,True,3125,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
07238e352aab45a605a451e5199728f4,31,United States,True,True,6000,False,set_14,The building represented modern times style while the architect drew.,Did the architect draw the building?,nonGP_prob,GP_question,,0,subj_obj,,
f5ffad4ea8515e98e212793b340e0377,71,United Kingdom,True,True,2829,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
635df98a884fd482542409f313c56e0e,38,United States,True,True,2090,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
a8d6182683802428f53b292c04f58460,30,United Kingdom,True,True,3187,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
e3b4896bc1612bb0db901264fd7ec41f,36,USA,True,True,1163,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
b5d6de882bdbf083009bc1f206caf904,26,uganda,True,True,3615,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
49de3fff61fc60b1234ac410b47b9806,60,England,True,True,2673,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
82839eae0f17687380df071b3510d0fb,32,United Kingdom,True,True,1278,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
ec626c1005381b1db70df80e9afbb593,42,england,True,True,1931,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
8c082d8979ffbdcdb1b933e3e16c0fae,26,UK,True,True,2713,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
89e5135d6132e39095aadcb209bddbad,34,United States of America,True,True,2962,True,set_14,The building represented modern times style while the architect drew.,Did the building represent modern time style?,nonGP_prob,simple_question,,1,subj_obj,,
eff71ad849b642a36f6e4efac1bba9f0,45,uk,True,True,2482,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,1,subj_obj,,
7104c2ddcaba7aa2a862c3b95dad09c0,50,USA,True,True,3826,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
0bf6941156e48ef1d6c8dda2c34b83dd,48,United States,True,True,1796,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
801e03148d9114db29ff5eda92b2ecf7, 44,UK,True,True,2032,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
47529f8d456eff0698ac779179860f74,18,wales,True,True,3953,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
e19e1199923bda37469f5003e443234b,59,Bangladesh,True,True,5249,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
ca810f5be6b2d7903a1a361e7b7f93bf,69,United Kingdom,True,True,2626,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
a63ce590a135b16b880686750b4385b9,27,united states,True,True,3097,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
1d5b8448f92aa2c39b8c96d82cf1c576,48,Scotland,True,True,1750,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
23ede6277a69a0b76b0997d93a9f2958,35,United States,True,True,2093,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,nonGP_prob,GP_question,,0,subj_obj,,
12e311fd272a826168ed55f8f935a3a8,25,Ireland,True,True,1388,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
0f009c86454ac7ba7a7e1ca20e05f289,28,United States of America,True,True,2507,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
ffef52931975fa55c232e332c4ef7797,51,UK,True,True,2754,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
1e821b808b5f97004754fb8023919f86,26,America,True,True,2401,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
e1f6f0a5c4e7e5d53e52b8732ee6b665,37,United kingdom,True,True,1932,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
0217faf10479fb591390558ed58faeca,31,USA,True,True,2390,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
d34345301ffedd7cb499050191f5e0d8,39,UK,True,True,1293,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
71d71a20115bf15d7b81374713fe0d4b,30,United Kingdom,True,True,3149,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
cbd804c82cc133711bcfb3a98e9cf799,51,uk,True,True,2777,True,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,1,subj_obj,,
36bf147206b3de566c29f61bba7028f4,39,United States of America,True,True,1941,False,set_11,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,nonGP_prob,simple_question,,0,subj_obj,,
14b8f8db2b943d9f3d2642439e167207,32,UK,True,True,1848,False,set_45,The cart moved silently while the horse pulled.,Did the horse pull the cart?,nonGP_prob,GP_question,,0,subj_obj,,
7dac841e865cb3ad47ea47babfd7f657,65,England,True,True,1808,False,set_45,The cart moved silently while the horse pulled.,Did the horse pull the cart?,nonGP_prob,GP_question,,0,subj_obj,,
7f7979eccfcb604b9081cef039baeaca,36,GB,True,True,1410,False,set_45,The cart moved silently while the horse pulled.,Did the horse pull the cart?,nonGP_prob,GP_question,,0,subj_obj,,
0f832af211a9a61c29171f5343654139,44,US,True,True,3527,False,set_45,The cart moved silently while the horse pulled.,Did the horse pull the cart?,nonGP_prob,GP_question,,0,subj_obj,,
